Molecule_Name,Smiles,rat_fup,Source
CHEMBL5418744,CNc1cc(Nc2cccn(-c3ncccc3F)c2=O)nc2c(C(=O)N[C@@H]3CC[C@H]3OC)cnn12,0.096,CHEMBL 35
CHEMBL5182431,CC(C)C[C@@H](N)c1cc(C#N)c2cc(-c3ccncc3)ccc2n1,0.045,CHEMBL 35
CHEMBL5288931,Cc1ncc(-c2nc3c(OC4(C)CC4)nc(Nc4cnn(C5CCN(C)CC5)c4)nc3cc2F)cn1,0.21,CHEMBL 35
CHEMBL4786307,O=C(c1cccc(F)c1-c1ncccn1)N1[C@@H]2CC[C@H]1[C@H](Nc1cnc(C(F)(F)F)cn1)C2,0.23,CHEMBL 35
CHEMBL4127396,CC(=O)Nc1nc(C)c(-c2cc3c(c(NS(C)(=O)=O)c2)C(=O)N([C@@H](C)C2CC2)C3)s1,0.01,CHEMBL 35
CHEMBL4469536,CC(C)n1ncc2c1C(=O)CC1(CCN(C(=O)c3ccc4[nH]nc(C(N)=O)c4c3)CC1)C2,0.119,CHEMBL 35
CHEMBL5196698,Cc1cc2c(Nc3c(F)cccc3F)cc(C(=O)NC3CC3)nc2cn1,0.106,CHEMBL 35
CHEMBL4474325,COc1ccc(CNc2nn(C)c3c2sc2nnc(C)c(C)c23)cc1,0.02,CHEMBL 35
CHEMBL4458435,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,0.69,CHEMBL 35
CHEMBL5422616,CNc1cc(Nc2cccn(-c3ccccn3)c2=O)nc2c(C(=O)N[C@H]3CC[C@@H]3OC)cnn12,0.15,CHEMBL 35
CHEMBL4211426,CS(=O)(=O)c1ccc(OCC2CC2)c(C(=O)N2Cc3cn(-c4ccccc4F)nc3C2)c1,0.047,CHEMBL 35
CHEMBL4515724,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(/C=C/C(=O)O)cc2)N1CC(C)(C)F,0.015,CHEMBL 35
CHEMBL4787638,O=C(Nc1cccc(Cl)c1)N1CCOc2ccc(-c3ccncc3)cc2C1,0.0086,CHEMBL 35
CHEMBL5201888,CCc1nc([C@@H](N)CC(C)C)nc2cc(OC)c(-c3cnco3)cc12,0.077,CHEMBL 35
CHEMBL5274220,C[C@H]1CN(S(=O)(=O)c2ccc3c(c2)CCO3)C[C@@H]1C(=O)Nc1ccc2scnc2c1,0.01,CHEMBL 35
CHEMBL5283388,O=C1CC(c2cc(Cl)c(O)c(Cl)c2)Oc2cc(O)cc(O)c21,0.00081,CHEMBL 35
CHEMBL5402829,O=C(Nc1cnccc1-c1ccc(F)cc1)c1ccnc(Nc2ccc(F)cc2)n1,0.007,CHEMBL 35
CHEMBL4436022,Cc1nnc2ccc(C(=O)NC3CN(c4ncc(Cl)cc4F)C3)cc2c1C,0.026,CHEMBL 35
CHEMBL4515274,CC(C)CN1CCc2c(ccc3[nH]ncc23)[C@H]1c1ccc(/C=C/C(=O)O)cc1,0.036,CHEMBL 35
CHEMBL5433486,Cc1nnc(-c2ccc(-c3c(F)c(F)cc4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,0.037,CHEMBL 35
CHEMBL5427131,CC[C@@H](C(=O)Nc1ccc(C(N)=O)c(F)c1)n1cc(OC)c(-c2cc(Cl)ccc2-n2cc(C(F)(F)F)nn2)cc1=O,0.024,CHEMBL 35
CHEMBL4594011,COc1cc2c(cc1Cc1ccccc1)C[C@H](N)C(=O)N2OC(=O)N(C)C,0.354,CHEMBL 35
CHEMBL3612809,COc1cc([C@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ncc1C#N,0.716,CHEMBL 35
CHEMBL4590806,CN(C)C(=O)c1cc(CC(=O)O)ccc1NC(=O)c1ccccc1-c1ccc(C(F)(F)F)cc1,0.214,CHEMBL 35
CHEMBL4176008,O=S(=O)(c1cc(Cl)c(O)c2ncccc12)C1CCCC1,0.5,CHEMBL 35
CHEMBL5085931,Cn1cc(Nc2nccc(-c3ccc4c(c3)CCCC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1,0.002,CHEMBL 35
CHEMBL4539920,Cn1ccc(-c2cncc(CNc3cc(C(=O)Nc4cccc(OC(F)(F)F)c4)ccc3F)c2)n1,0.089,CHEMBL 35
CHEMBL4593911,Cl.Cl.O=C(CN1CCOCC1)Nc1ccc(OC2CCN(C3CCC3)CC2)cc1,0.37,CHEMBL 35
CHEMBL4451617,CC(C)CN1CCc2c(ccc3[nH]ccc23)C1c1ccc(/C=C/C(=O)O)cc1,0.068,CHEMBL 35
CHEMBL4247943,Cn1nc(C2CC2)c2ccc(Nc3n[nH]c4nccnc34)cc21,0.035,CHEMBL 35
CHEMBL4863600,CC(C)c1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2nnn(C)n2)no1,0.089,CHEMBL 35
CHEMBL4860271,CC(C)CCn1c(CN2C(=O)C3(CC3)c3cccc(F)c32)nc2cc(CN)ccc21,0.104,CHEMBL 35
CHEMBL4594419,CC(=O)N[C@@H]1C[C@H](NC(C)(C)C)CC[C@@H]1N1CC[C@H](Nc2ncnc3cc(C(C)(C)C)nn23)C1=O,0.69,CHEMBL 35
CHEMBL3964502,C[C@H](NC(=O)CO)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccc(S(C)(=O)=O)cc1,0.04,CHEMBL 35
CHEMBL3937635,COc1ccc([C@@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NC(=O)C2CC2)cn1,0.0063,CHEMBL 35
CHEMBL4443843,CNC(=O)c1c(-c2ccccn2)c([C@H](C)Nc2ncnc(N)c2C#N)nc2cccc(F)c12,0.18,CHEMBL 35
CHEMBL5282643,COc1cc(F)cc2c(N3CCN4c5c(F)cccc5OC[C@@H]4C3)c(C#N)nnc12,0.3,CHEMBL 35
CHEMBL1480401,Cc1nc2sc(C(=O)c3ccccc3)c(N)c2c(C)c1C,0.008,CHEMBL 35
CHEMBL3972529,Fc1ccc(CC[C@@H]2CN(Cc3c[nH]c4cc(F)ccc34)CCC2(F)F)cc1,0.011,CHEMBL 35
CHEMBL3952780,Fc1ccc(CC[C@@H]2CN(Cc3c[nH]c4cc(Cl)ccc34)CCC2(F)F)cc1,0.003,CHEMBL 35
CHEMBL3898022,Fc1ccccc1CC[C@@H]1CN(Cc2c[nH]c3cc(Cl)ccc23)CCC1(F)F,0.002,CHEMBL 35
CHEMBL5432510,O=C(Nc1cnccc1-c1ccc(F)cc1)c1ccnc(Nc2ccc(Cl)cc2)n1,0.003,CHEMBL 35
CHEMBL4211865,Cc1cc(-c2c(Cl)cccc2OC(F)(F)F)cc2c1NC(=O)C2,0.6,CHEMBL 35
CHEMBL4215911,COCCCN1CCC(c2nnc(-c3cccc4cc(C(C)C)nn34)o2)CC1,0.26,CHEMBL 35
CHEMBL5428779,CC[C@@H](C(=O)Nc1ccc(C(=O)O)cc1)n1cc(OC)c(-c2cc(Cl)ccc2C#N)cc1=O,0.091,CHEMBL 35
CHEMBL5281362,COCCCOc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1[C@H](C(C)(C)C)CO2,0.414,CHEMBL 35
CHEMBL4869962,NC(=O)c1cnn(-c2ccc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nn2)c1,0.55,CHEMBL 35
CHEMBL4778736,Cc1cccc(Cc2nc3cc(O[C@H]4CC[C@@H](C(=O)O)CC4)ccc3n2C)c1,0.017,CHEMBL 35
CHEMBL4871014,C[C@@H](c1ccc2ccc(O[C@H]3CC[C@@H](C(F)(F)F)CC3)c(C(F)(F)F)c2c1)N1C2CCC1CC(C(=O)O)C2,0.0045,CHEMBL 35
CHEMBL4742862,COc1cc(NC2CN(CCCF)C2)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC1(F)CC1,0.51,CHEMBL 35
CHEMBL4562269,C[C@H]1CCCOc2cc(F)ccc2C(=O)Nc2cccc(n2)-c2nncn21,0.044,CHEMBL 35
CHEMBL4468250,N#Cc1ccc(O[C@H]2CN(S(=O)(=O)c3ccc(Cl)cc3)C[C@@]2(O)CO)cc1F,0.035,CHEMBL 35
CHEMBL3923136,O=C(NCCN1CCC2(CC1)C(O)=NC[C@H]2c1ccc(F)cc1)c1cnc2ccccc2c1,0.00314,CHEMBL 35
CHEMBL4435396,NC(=O)c1cc(-c2ccc(F)cc2)n2nc(COc3ccnc(C(F)(F)F)c3)cc2n1,0.03,CHEMBL 35
CHEMBL3909586,C[C@H](Nc1nccc(N2C(=O)OC[C@@H]2[C@H](C)F)n1)c1cn(-c2ccc(C(F)F)cc2)cn1,0.95,CHEMBL 35
CHEMBL4791658,CC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N1[C@H](C(=O)N[C@@H](Cc2ccc(I)cc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,0.001,CHEMBL 35
CHEMBL4796794,CCCCCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N1[C@H](C(=O)N[C@@H](Cc2ccc(I)cc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,0.0034,CHEMBL 35
CHEMBL4513386,c1cnc2c(Nc3ccc4c(C5CC5)nsc4c3)n[nH]c2c1,0.014,CHEMBL 35
CHEMBL4521694,COc1ccccc1C(=O)Nc1cccc(-c2nncn2C)n1,0.24,CHEMBL 35
CHEMBL5401381,CC[C@@H]1C(=O)N(C)c2cnc(Nc3cc4c(cc3OC)N(C(=O)CN3CCN(S(C)(=O)=O)CC3)CC4)nc2N1C1CCCC1,0.011,CHEMBL 35
CHEMBL4752419,CCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N1[C@H](C(=O)N[C@@H](Cc2ccc(I)cc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,0.0013,CHEMBL 35
CHEMBL4781615,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N1[C@H](C(=O)N[C@@H](Cc2ccc(I)cc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,0.0189,CHEMBL 35
CHEMBL4520814,CC(C)(O)CS(=O)(=O)c1ccc2c(c1)nc(C(C)(C)C)n2CC1CCOCC1,0.469,CHEMBL 35
CHEMBL4755668,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCOc2ccc(-c3ccncc3)cc2C1,0.0015,CHEMBL 35
CHEMBL4746135,Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4cccc(Cl)c4F)n2CCO3)ccn1,0.0111,CHEMBL 35
CHEMBL4550510,N#Cc1ccc(O[C@H]2CN(S(=O)(=O)c3ccc(Cl)cn3)C[C@@]2(O)CN)cc1F,0.14,CHEMBL 35
CHEMBL4461258,c1cnc2c(Nc3ccc4c(C5CC5)nsc4c3)n[nH]c2n1,0.008,CHEMBL 35
CHEMBL4550517,COc1ccc(-c2cc(C(N)=O)nc3cc(COc4ccnc(C)c4)nn23)c(F)c1,0.03,CHEMBL 35
CHEMBL4469630,CC(C)(C)CN1C[C@@]2(CCC[C@](C)(Cn3cnc4ccc(C#N)cc43)C2)OC1=O,0.14,CHEMBL 35
CHEMBL5075300,c1ccc([C@]2(CCNCc3scc4c3CCC4)CCO[C@]3(CCOC3)C2)nc1,0.58,CHEMBL 35
CHEMBL5083403,Fc1ccc([C@]2(CCNCc3cccc(Cl)c3)CCO[C@]3(CCOC3)C2)nc1,0.33,CHEMBL 35
CHEMBL5075610,Cc1cc(C)c2c(n1)sc1c(N3CCCC3)nccc12,0.00016,CHEMBL 35
CHEMBL5201368,O=C(NC[C@@H](F)CO)c1cc(Nc2ccccc2F)c2cc(Cl)ccc2n1,0.014,CHEMBL 35
CHEMBL4852834,Cn1cc(C(=O)N[C@@H]2CCc3cc(-c4noc(C5CC5)n4)ccc32)cn1,0.042,CHEMBL 35
CHEMBL4874110,Cn1nnc(C(=O)N[C@@H]2CCc3cc(-c4noc(C5CC5)n4)ccc32)n1,0.077,CHEMBL 35
CHEMBL4853130,CCc1nc(-c2ccc3c(c2)CCC3NC(=O)c2ccccc2)no1,0.023,CHEMBL 35
CHEMBL4870106,Cn1cc(C(=O)N[C@@H]2CCc3cc(-c4noc(C(F)F)n4)ccc32)cn1,0.057,CHEMBL 35
CHEMBL4864425,COCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,0.12,CHEMBL 35
CHEMBL5078961,Cc1cc(C)c2c(n1)sc1c(NC3CCC3)nccc12,0.00009,CHEMBL 35
CHEMBL4745050,O=C(Nc1ccccc1C(=O)O)c1ccc(SC(F)(F)F)cc1,0.04,CHEMBL 35
CHEMBL4759521,O=C(Nc1cc(F)c(Br)cc1C(=O)O)c1ccc(SC(F)(F)F)cc1,0.041,CHEMBL 35
CHEMBL4755454,FC(F)(F)Oc1cccc(Nc2nnc3n2CCOc2ccc(-c4ccncc4)cc2-3)c1,0.0041,CHEMBL 35
CHEMBL4763297,O=C1CCSC[C@@H](C(=O)Nc2cccc(Cl)c2)N1,0.02,CHEMBL 35
CHEMBL4746231,CS[C@@H](Cn1nnc2cc(C#Cc3ccc(CN4CCOCC4)cc3)ccc21)N(O)C=O,0.03,CHEMBL 35
CHEMBL4776397,CS[C@@H](Cn1nnc2cc(C#Cc3ccc(-n4ccnc4CO)cc3)ccc21)N(O)C=O,0.03,CHEMBL 35
CHEMBL4786712,CS[C@@H](Cn1nnc2cc(C#Cc3ccc(N4CC5(C4)C[S+]([O-])C5)cc3)ccc21)N(O)C=O,0.09,CHEMBL 35
CHEMBL4786007,CNC(=O)c1nn(C)c2ccc(Nc3nccc(-n4cc(N[C@@H]5CCOC[C@@H]5N)cn4)n3)cc12,0.28,CHEMBL 35
CHEMBL4635121,N#Cc1ccccc1COc1ccc([C@H]2CC[C@@H](C(N)=O)N2)cc1,0.12,CHEMBL 35
CHEMBL4634542,C[C@H]1C[C@H](C(=O)O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,0.021,CHEMBL 35
CHEMBL4564973,O=C(Nc1cccc([C@@H]2CN(c3ncnc4[nH]ccc34)CCN2CCO)c1)Nc1c(F)cccc1N1CCCC1,0.0013,CHEMBL 35
CHEMBL4127331,CC(C)COc1ncc(-c2cc(F)c(-c3nnc(S(=O)(=O)C4CCC4)[nH]3)cc2F)cc1Cl,0.0016,CHEMBL 35
CHEMBL4852258,Cc1nc(-c2ccc3c(c2)CC[C@@H]3NC(=O)c2cnn(C)c2)no1,0.15,CHEMBL 35
CHEMBL4874612,Cc1cc(C(=O)N[C@@H]2CCc3cc(-c4noc(C(C)C)n4)ccc32)ccn1,0.053,CHEMBL 35
CHEMBL4532472,NS(=O)(=O)C[C@H]1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,0.42,CHEMBL 35
CHEMBL4463550,N#Cc1ccc(N2N=C(N3CCC(C(=O)N4CCC(O)CC4)CC3)C[C@H]2C2CCCC2)cc1Cl,0.00962,CHEMBL 35
CHEMBL4558665,Cc1nnc2sc3c(NCc4ccc(S(C)(=O)=O)c(F)c4)nn(C)c3c2c1C,0.05,CHEMBL 35
CHEMBL4475472,Cc1nnc2ccc(C(=O)NC3CN(c4ccc(F)c(F)c4)C3)cc2c1C,0.002,CHEMBL 35
CHEMBL4554158,Cc1nn(C)cc1NC(=O)[C@@H]1CCCC[C@H]1C(=O)c1ccc(-c2cc[nH]n2)cc1F,0.11,CHEMBL 35
CHEMBL4514925,C[C@H]1CCCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn21,0.045,CHEMBL 35
CHEMBL4645821,Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCCN3c2cc(F)cc(F)c2)ncn1,0.014,CHEMBL 35
CHEMBL4644426,Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCCC[C@H]3c2ccc(F)c(F)c2F)ncn1,0.014,CHEMBL 35
CHEMBL4533718,OC[C@H]1O[C@@H](n2cnc3c(NC(C4CCC4)C4CCC4)ncnc32)[C@H](O)[C@@H]1O,0.146,CHEMBL 35
CHEMBL4780867,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1-c1ccc(F)cc1,0.1,CHEMBL 35
CHEMBL4450339,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(C#N)ccc2F)CO1,0.796,CHEMBL 35
CHEMBL4450494,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n([C@@H](C)c5cn(C)cn5)c(NC5(C)CC5)nc34)[nH]c21,0.032,CHEMBL 35
CHEMBL4641359,Cn1cc(C(=O)N2CC3(C2)CN(c2cncc(N4C(=O)c5ccc(Cl)cc5C4(C)C)c2)C3)cn1,0.066,CHEMBL 35
CHEMBL4643996,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,0.115,CHEMBL 35
CHEMBL4784771,N#Cc1ccc(N)c(OC[C@@H](N)CCNS(=O)(=O)c2ccc(Cl)cc2Cl)c1,0.029,CHEMBL 35
CHEMBL4483053,Cc1noc2ccc(Nc3n[nH]c4cc(F)cnc34)cc12,0.076,CHEMBL 35
CHEMBL4568302,CC(C)(C)Cc1nsc2cc(Nc3n[nH]c4nccnc34)cnc12,0.011,CHEMBL 35
CHEMBL4516088,Cc1nc2sc(C(=O)c3ccccc3)c(N)c2c(C)c1Cl,0.005,CHEMBL 35
CHEMBL4473364,CS(=O)(=O)c1ccc2c(c1)C(=O)Nc1cccc(n1)-c1nncn1CCCCO2,0.135,CHEMBL 35
CHEMBL4585748,CCc1noc2cc(Nc3n[nH]c4cccnc34)ccc12,0.037,CHEMBL 35
CHEMBL4539629,CC(C)(C)Cc1noc2cc(Nc3n[nH]c4cccnc34)ccc12,0.022,CHEMBL 35
CHEMBL4518186,CC1CN(C(=O)c2nsc3cc(Nc4n[nH]c5cccnc45)ccc23)CC(C)O1,0.034,CHEMBL 35
CHEMBL4640254,Cn1nnc2ccc3c(NC4CN(c5cc(Cl)ncc5Cl)C4)ncnc3c21,0.007,CHEMBL 35
CHEMBL4164219,CC(COc1ccn(-c2ccc(F)cc2)c(=O)c1)Oc1ccccc1,0.04,CHEMBL 35
CHEMBL4744727,C[C@@H](NC(=O)c1ccc(F)cc1)c1ccc2c(n1)CCCN2C(=O)c1cccc(Cl)c1,0.037,CHEMBL 35
CHEMBL4455718,COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C#N)cc34)CC2)CC1,0.05,CHEMBL 35
CHEMBL4453586,C[C@@H](CN1CCC2(CC1)C(=O)NC[C@H]2c1ccc(F)cc1)NC(=O)c1cc2ccccc2[nH]1,0.0013,CHEMBL 35
CHEMBL3983405,O=C(NCCN1CCC2(CC1)C(O)=NC[C@H]2c1ccc(F)cc1)c1ccc(F)cc1,0.00246,CHEMBL 35
CHEMBL4443587,CNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](C(F)F)O[C@@H]2S1,0.83,CHEMBL 35
CHEMBL4474276,Cc1cc(OC2COC2)cc(C(=O)Nc2ccc(F)cn2)n1,0.16,CHEMBL 35
CHEMBL4563956,Cc1cc(O[C@@H]2CCOC2)cc(C(=O)Nc2nc(C)cs2)n1,0.11,CHEMBL 35
CHEMBL4749555,N#Cc1ccc(S(=O)(=O)NCC[C@H](N)COc2ccc(C#N)c(F)c2)c(C(F)(F)F)c1,0.015,CHEMBL 35
CHEMBL4872095,CC(C)CCn1c(CN2C(=O)C3(CC3)c3cc(F)ccc32)nc2cc(CN)ccc21,0.19,CHEMBL 35
CHEMBL4752792,O=C(c1cccc(F)c1-c1ncccn1)N1[C@@H]2CC[C@H]1[C@H](Nc1ncc(C(F)(F)F)cc1F)C2,0.064,CHEMBL 35
CHEMBL4210866,Cl.N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,0.029,CHEMBL 35
CHEMBL4437721,NC(=O)c1c(-c2ccc(Oc3ccc(Cl)cc3)cc2)nn([C@@H]2CCCN(C(=O)/C=C/CO)C2)c1N,0.0219,CHEMBL 35
CHEMBL4162307,COc1ccc(-c2ccccc2-c2csc(N(C(=O)[C@@H](CC(=O)O)CC3CCCC3)C3CC3)n2)cn1,0.0006,CHEMBL 35
CHEMBL4285462,Cc1[nH]nc(Nc2ccnc3ccc(S(=O)(=O)C(C)(C)C)cc23)c1C,0.112,CHEMBL 35
CHEMBL4297600,NC(=O)c1ccn(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,0.5,CHEMBL 35
CHEMBL3948696,CC(C)Oc1ccc2[nH]nc(-c3cc(N4C[C@@H](C)O[C@@H](C)C4)ncn3)c2c1,0.017,CHEMBL 35
CHEMBL3914976,CC(C)Oc1cc2c(-c3cc(N4C[C@@H](C)O[C@@H](C)C4)ncn3)n[nH]c2cc1F,0.008,CHEMBL 35
CHEMBL4649194,NCCOCCOCCOCCOCCOCCOCCOCCC(=O)N1CCC(c2ccc(-c3cc(C(=O)O)cc4cc(-c5ccc(C(F)(F)F)cc5)ccc34)cc2)CC1,0,CHEMBL 35
CHEMBL4742918,CNC(=O)c1nn(C)c2ccc(Nc3nccc(-n4cc(N[C@@H]5CCOC[C@@H]5N)c(C)n4)n3)cc12,0.25,CHEMBL 35
CHEMBL4760325,CNC(=O)c1nn(C)c2ccc(Nc3nccc(-n4cc(N[C@@H]5CCCNC5)c(C)n4)n3)cc12,0.33,CHEMBL 35
CHEMBL4634770,COc1cc(N2CC(Nc3ncnc4c3ccc3nn(C)c(C)c34)C2)c(Cl)cn1,0.002,CHEMBL 35
CHEMBL4642251,COc1nn(-c2cncc(C3CC3)c2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,1,CHEMBL 35
CHEMBL3039529,C#Cc1cnc2nc(O)n(C(CC)CC)c2n1,0.069,CHEMBL 35
CHEMBL4584937,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1NCc1cncc(-c2ccc[nH]2)c1,0.001,CHEMBL 35
CHEMBL4474941,O=C(O)[C@@H]1CCN(C(=O)n2cnc(-c3ccc(-c4cnc(N5CCOCC5)nc4)cc3)n2)[C@@H](c2ccccc2)C1,0.00353,CHEMBL 35
CHEMBL4172614,O=S(=O)(c1cc(F)c(O)c2ncccc12)N1CCCC1,0.6,CHEMBL 35
CHEMBL4164285,O=c1nc(OCCOc2ccccc2)ccn1-c1ccc(F)cc1,0.16,CHEMBL 35
CHEMBL4170829,COc1ccc(-c2ccc(Cl)cc2-c2csc(N(C(=O)[C@@H](CC(=O)O)Cc3ccco3)C3CC3)n2)cn1,0.0026,CHEMBL 35
CHEMBL4632855,Cn1nnc2ccc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)cc21,0.024,CHEMBL 35
CHEMBL4647876,Cn1nnc2ccc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)c(N)c21,0.032,CHEMBL 35
CHEMBL3933749,Cc1c([C@@H]2CN3CCN(C(=O)Cc4ccc(-n5cnnn5)cn4)C[C@H]3CO2)ccc(F)c1C#N,0.48,CHEMBL 35
CHEMBL198362,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,0.013,CHEMBL 35
CHEMBL4461693,O=c1cc2n(cc1O)CCN(Cc1ccc(Cl)cc1Cl)C2,0.28,CHEMBL 35
CHEMBL4560579,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,0.0055,CHEMBL 35
CHEMBL4175607,Cc1[nH]c2c(N3CCO[C@H](CO)C3)c(C#N)c(C(F)(F)F)nc2c1Cl,0.0243,CHEMBL 35
CHEMBL3682841,COc1cc(C(F)(F)F)ccc1-c1cnnc2cc(S(=O)(=O)Nc3nccs3)ccc12,0.014,CHEMBL 35
CHEMBL4783372,c1cnc2c(Nc3ccc4cnccc4c3)n[nH]c2c1,0.046,CHEMBL 35
CHEMBL4563673,COCCCN1C[C@H](C)N(C(=O)N2Cc3c(NC(=O)c4ccccn4)n[nH]c3C2(C)C)C[C@H]1C,0.614,CHEMBL 35
CHEMBL4563894,Cc1nc2cc(-c3cc(F)cc(C#N)c3)ccc2s1,0.00655,CHEMBL 35
CHEMBL4525684,O=C(NC(c1ccccc1)c1ccccc1)C1CC1,0.0667,CHEMBL 35
CHEMBL4163421,O=S(=O)(c1cc(Cl)c(O)c2ncccc12)N1CCCC1,0.5,CHEMBL 35
CHEMBL4588158,CCOc1ccc(N2C[C@@]3(CCC[C@](C)(Cn4cnc5ccc(C#N)cc54)C3)OC2=O)cn1,0.031,CHEMBL 35
CHEMBL4549344,COc1ccc(-c2cc(C(N)=O)nc3cc(COc4ccc(C(F)(F)F)nc4)nn23)c(F)c1,0.03,CHEMBL 35
CHEMBL4762294,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1-c1cccc(F)c1,0.1,CHEMBL 35
